,序号,学校名称,学校标识码,主管部门,所在地,办学层次,办学方式,countOfCity
756,1640,武汉轻工大学,4142010496,湖北省,武汉市,本科,公办,46
757,1641,武汉理工大学,4142010497,教育部,武汉市,本科,公办,46
758,1642,湖北工业大学,4142010500,湖北省,武汉市,本科,公办,46
759,1643,华中农业大学,4142010504,教育部,武汉市,本科,公办,46
760,1644,湖北中医药大学,4142010507,湖北省,武汉市,本科,公办,46
761,1645,华中师范大学,4142010511,教育部,武汉市,本科,公办,46
762,1646,湖北大学,4142010512,湖北省,武汉市,本科,公办,46
763,1647,湖北师范大学,4142010513,湖北省,黄石市,本科,公办,3
764,1648,黄冈师范学院,4142010514,湖北省,黄冈市,本科,公办,1
765,1649,湖北民族大学,4142010517,湖北省,恩施土家族苗族自治州,本科,公办,2
766,1650,汉江师范学院,4142010518,湖北省,十堰市,本科,公办,5
767,1651,湖北文理学院,4142010519,湖北省,襄阳市,本科,公办,2
768,1652,中南财经政法大学,4142010520,教育部,武汉市,本科,公办,46
769,1653,武汉体育学院,4142010522,湖北省,武汉市,本科,公办,46
770,1654,湖北美术学院,4142010523,湖北省,武汉市,本科,公办,46
771,1655,中南民族大学,4142010524,国家民委,武汉市,本科,公办,46
772,1656,湖北汽车工业学院,4142010525,湖北省,十堰市,本科,公办,5
773,1657,湖北工程学院,4142010528,湖北省,孝感市,本科,公办,2
774,1658,湖北理工学院,4142010920,湖北省,黄石市,本科,公办,3
775,1659,湖北科技学院,4142010927,湖北省,咸宁市,本科,公办,1
776,1660,湖北医药学院,4142010929,湖北省,十堰市,本科,公办,5
777,1661,江汉大学,4142011072,湖北省,武汉市,本科,公办,46
778,1662,三峡大学,4142011075,湖北省,宜昌市,本科,公办,2
779,1663,湖北警官学院,4142011332,湖北省,武汉市,本科,公办,46
780,1664,荆楚理工学院,4142011336,湖北省,荆门市,本科,公办,1
781,1665,武汉音乐学院,4142011524,湖北省,武汉市,本科,公办,46
782,1666,湖北经济学院,4142011600,湖北省,武汉市,本科,公办,46
783,1667,武汉商学院,4142011654,湖北省,武汉市,本科,公办,46
784,1668,武汉东湖学院,4142011798,湖北省教育厅,武汉市,本科,民办,46
785,1669,汉口学院,4142011800,湖北省教育厅,武汉市,本科,民办,46
786,1670,武昌首义学院,4142012309,湖北省教育厅,武汉市,本科,民办,46
787,1671,武昌理工学院,4142012310,湖北省教育厅,武汉市,本科,民办,46
788,1672,武汉生物工程学院,4142012362,湖北省教育厅,武汉市,本科,民办,46
789,1673,武汉晴川学院,4142013188,湖北省教育厅,武汉市,本科,民办,46
790,1674,湖北大学知行学院,4142013234,湖北省教育厅,武汉市,本科,民办,46
791,1675,武汉城市学院,4142013235,湖北省教育厅,武汉市,本科,民办,46
792,1676,三峡大学科技学院,4142013236,湖北省教育厅,宜昌市,本科,民办,2
793,1677,武汉文理学院,4142013237,湖北省教育厅,武汉市,本科,民办,46
794,1678,湖北工业大学工程技术学院,4142013238,湖北省教育厅,武汉市,本科,民办,46
795,1679,武汉工程大学邮电与信息工程学院,4142013239,湖北省教育厅,武汉市,本科,民办,46
796,1680,武汉纺织大学外经贸学院,4142013240,湖北省教育厅,武汉市,本科,民办,46
797,1681,武昌工学院,4142013241,湖北省教育厅,武汉市,本科,民办,46
798,1682,武汉工商学院,4142013242,湖北省教育厅,武汉市,本科,民办,46
799,1683,荆州学院,4142013245,湖北省教育厅,荆州市,本科,民办,3
800,1684,长江大学文理学院,4142013246,湖北省教育厅,荆州市,本科,民办,3
801,1685,湖北商贸学院,4142013247,湖北省教育厅,武汉市,本科,民办,46
802,1686,湖北汽车工业学院科技学院,4142013248,湖北省教育厅,十堰市,本科,民办,5
803,1687,湖北医药学院药护学院,4142013249,湖北省教育厅,十堰市,本科,民办,5
804,1688,湖北恩施学院,4142013250,湖北省教育厅,恩施土家族苗族自治州,本科,民办,2
805,1689,湖北经济学院法商学院,4142013251,湖北省教育厅,武汉市,本科,民办,46
806,1690,武汉体育学院体育科技学院,4142013253,湖北省教育厅,武汉市,本科,民办,46
807,1691,湖北师范大学文理学院,4142013256,湖北省教育厅,黄石市,本科,民办,3
808,1692,湖北文理学院理工学院,4142013257,湖北省教育厅,襄阳市,本科,民办,2
809,1693,湖北工程学院新技术学院,4142013258,湖北省教育厅,孝感市,本科,民办,2
810,1694,文华学院,4142013262,湖北省教育厅,武汉市,本科,民办,46
811,1695,武汉学院,4142013634,湖北省教育厅,武汉市,本科,民办,46
812,1696,武汉工程科技学院,4142013664,湖北省教育厅,武汉市,本科,民办,46
813,1697,武汉华夏理工学院,4142013666,湖北省教育厅,武汉市,本科,民办,46
814,1698,武汉传媒学院,4142013686,湖北省教育厅,武汉市,本科,民办,46
815,1699,武汉设计工程学院,4142014035,湖北省教育厅,武汉市,本科,民办,46
816,1700,湖北第二师范学院,4142014099,湖北省,武汉市,本科,公办,46
817,1763,湘潭大学,4143010530,湖南省,湘潭市,本科,公办,8
818,1764,吉首大学,4143010531,湖南省,湘西土家族苗族自治州,本科,公办,1
819,1765,湖南大学,4143010532,教育部,长沙市,本科,公办,22
820,1766,中南大学,4143010533,教育部,长沙市,本科,公办,22
821,1767,湖南科技大学,4143010534,湖南省,湘潭市,本科,公办,8
822,1768,长沙理工大学,4143010536,湖南省,长沙市,本科,公办,22
823,1769,湖南农业大学,4143010537,湖南省,长沙市,本科,公办,22
824,1770,中南林业科技大学,4143010538,湖南省,长沙市,本科,公办,22
825,1771,湖南中医药大学,4143010541,湖南省,长沙市,本科,公办,22
826,1772,湖南师范大学,4143010542,湖南省,长沙市,本科,公办,22
827,1773,湖南理工学院,4143010543,湖南省,岳阳市,本科,公办,2
828,1774,湘南学院,4143010545,湖南省,郴州市,本科,公办,1
829,1775,衡阳师范学院,4143010546,湖南省,衡阳市,本科,公办,6
830,1776,邵阳学院,4143010547,湖南省,邵阳市,本科,公办,1
831,1777,怀化学院,4143010548,湖南省,怀化市,本科,公办,2
832,1778,湖南文理学院,4143010549,湖南省,常德市,本科,公办,3
833,1779,湖南科技学院,4143010551,湖南省,永州市,本科,公办,1
834,1780,湖南人文科技学院,4143010553,湖南省,娄底市,本科,公办,1
835,1781,湖南工商大学,4143010554,湖南省,长沙市,本科,公办,22
836,1782,南华大学,4143010555,湖南省,衡阳市,本科,公办,6
837,1783,长沙医学院,4143010823,湖南省教育厅,长沙市,本科,民办,22
838,1784,长沙学院,4143011077,湖南省,长沙市,本科,公办,22
839,1785,湖南工程学院,4143011342,湖南省,湘潭市,本科,公办,8
840,1786,湖南城市学院,4143011527,湖南省,益阳市,本科,公办,1
841,1787,湖南工学院,4143011528,湖南省,衡阳市,本科,公办,6
842,1788,湖南财政经济学院,4143011532,湖南省,长沙市,本科,公办,22
843,1789,湖南警察学院,4143011534,湖南省,长沙市,本科,公办,22
844,1790,湖南工业大学,4143011535,湖南省,株洲市,本科,公办,2
845,1791,湖南女子学院,4143011538,湖南省,长沙市,本科,公办,22
846,1792,湖南第一师范学院,4143012034,湖南省,长沙市,本科,公办,22
847,1793,湖南医药学院,4143012214,湖南省,怀化市,本科,公办,2
848,1794,湖南涉外经济学院,4143012303,湖南省教育厅,长沙市,本科,民办,22
849,1795,湘潭大学兴湘学院,4143012599,湖南省教育厅,湘潭市,本科,民办,8
850,1796,湖南工业大学科技学院,4143012604,湖南省教育厅,株洲市,本科,民办,2
851,1797,湖南科技大学潇湘学院,4143012649,湖南省教育厅,湘潭市,本科,民办,8
852,1798,南华大学船山学院,4143012650,湖南省教育厅,衡阳市,本科,民办,6
853,1799,湘潭理工学院,4143012651,湖南省教育厅,湘潭市,本科,民办,8
854,1800,湖南师范大学树达学院,4143012652,湖南省教育厅,长沙市,本科,民办,22
855,1801,湖南农业大学东方科技学院,4143012653,湖南省教育厅,长沙市,本科,民办,22
856,1802,中南林业科技大学涉外学院,4143012656,湖南省教育厅,长沙市,本科,民办,22
857,1803,湖南文理学院芙蓉学院,4143012657,湖南省教育厅,常德市,本科,民办,3
858,1804,湖南理工学院南湖学院,4143012658,湖南省教育厅,岳阳市,本科,民办,2
859,1805,衡阳师范学院南岳学院,4143012659,湖南省教育厅,衡阳市,本科,民办,6
860,1806,湖南工程学院应用技术学院,4143012660,湖南省教育厅,湘潭市,本科,民办,8
861,1807,湖南中医药大学湘杏学院,4143012661,湖南省教育厅,长沙市,本科,民办,22
862,1808,吉首大学张家界学院,4143012662,湖南省教育厅,张家界市,本科,民办,1
863,1809,长沙理工大学城南学院,4143013635,湖南省教育厅,长沙市,本科,民办,22
864,1810,长沙师范学院,4143013806,湖南省,长沙市,本科,公办,22
865,1811,湖南应用技术学院,4143013809,湖南省教育厅,常德市,本科,民办,3
866,1812,湖南信息学院,4143013836,湖南省教育厅,长沙市,本科,民办,22
867,1813,湖南交通工程学院,4143013924,湖南省教育厅,衡阳市,本科,民办,6
868,1814,湖南软件职业技术大学,4143013925,湖南省教育厅,湘潭市,本科,民办,8
869,1891,中山大学,4144010558,教育部,广州市,本科,公办,37
870,1892,暨南大学,4144010559,中央统战部,广州市,本科,公办,37
871,1893,汕头大学,4144010560,广东省,汕头市,本科,公办,2
872,1894,华南理工大学,4144010561,教育部,广州市,本科,公办,37
873,1895,华南农业大学,4144010564,广东省,广州市,本科,公办,37
874,1896,广东海洋大学,4144010566,广东省,湛江市,本科,公办,4
875,1897,广州医科大学,4144010570,广东省,广州市,本科,公办,37
876,1898,广东医科大学,4144010571,广东省,湛江市,本科,公办,4
877,1899,广州中医药大学,4144010572,广东省,广州市,本科,公办,37
878,1900,广东药科大学,4144010573,广东省,广州市,本科,公办,37
879,1901,华南师范大学,4144010574,广东省,广州市,本科,公办,37
880,1902,韶关学院,4144010576,广东省,韶关市,本科,公办,1
881,1903,惠州学院,4144010577,广东省,惠州市,本科,公办,1
882,1904,韩山师范学院,4144010578,广东省,潮州市,本科,公办,1
883,1905,岭南师范学院,4144010579,广东省,湛江市,本科,公办,4
884,1906,肇庆学院,4144010580,广东省,肇庆市,本科,公办,3
885,1907,嘉应学院,4144010582,广东省,梅州市,本科,公办,1
886,1908,广州体育学院,4144010585,广东省,广州市,本科,公办,37
887,1909,广州美术学院,4144010586,广东省,广州市,本科,公办,37
888,1910,星海音乐学院,4144010587,广东省,广州市,本科,公办,37
889,1911,广东技术师范大学,4144010588,广东省,广州市,本科,公办,37
890,1912,深圳大学,4144010590,广东省,深圳市,本科,公办,5
891,1913,广东财经大学,4144010592,广东省,广州市,本科,公办,37
892,1914,广东白云学院,4144010822,广东省教育厅,广州市,本科,民办,37
893,1915,广州大学,4144011078,广东省,广州市,本科,公办,37
894,1916,广州航海学院,4144011106,广东省,广州市,本科,公办,37
895,1917,广东警官学院,4144011110,广东省,广州市,本科,公办,37
896,1918,仲恺农业工程学院,4144011347,广东省,广州市,本科,公办,37
897,1919,五邑大学,4144011349,广东省,江门市,本科,公办,1
898,1920,广东金融学院,4144011540,广东省,广州市,本科,公办,37
899,1921,电子科技大学中山学院,4144011545,广东省教育厅,中山市,本科,民办,1
900,1922,广东石油化工学院,4144011656,广东省,茂名市,本科,公办,1
901,1923,东莞理工学院,4144011819,广东省,东莞市,本科,公办,3
902,1924,广东工业大学,4144011845,广东省,广州市,本科,公办,37
903,1925,广东外语外贸大学,4144011846,广东省,广州市,本科,公办,37
904,1926,佛山科学技术学院,4144011847,广东省,佛山市,本科,公办,2
905,1927,广东培正学院,4144012059,广东省教育厅,广州市,本科,民办,37
906,1928,南方医科大学,4144012121,广东省,广州市,本科,公办,37
907,1929,广东东软学院,4144012574,广东省教育厅,佛山市,本科,民办,2
908,1930,广州城市理工学院,4144012617,广东省教育厅,广州市,本科,民办,37
909,1931,广州软件学院,4144012618,广东省教育厅,广州市,本科,民办,37
910,1932,广州南方学院,4144012619,广东省教育厅,广州市,本科,民办,37
911,1933,广东外语外贸大学南国商学院,4144012620,广东省教育厅,广州市,本科,民办,37
912,1934,广州华商学院,4144012621,广东省教育厅,广州市,本科,民办,37
913,1935,湛江科技学院,4144012622,广东省教育厅,湛江市,本科,民办,4
914,1936,华南农业大学珠江学院,4144012623,广东省教育厅,广州市,本科,民办,37
915,1937,广州理工学院,4144012668,广东省教育厅,广州市,本科,民办,37
916,1938,北京师范大学珠海分校,4144013177,广东省教育厅,珠海市,本科,民办,4
917,1939,广州华立学院,4144013656,广东省教育厅,广州市,本科,民办,37
918,1940,广州应用科技学院,4144013657,广东省教育厅,广州市,本科,民办,37
919,1941,广州商学院,4144013667,广东省教育厅,广州市,本科,民办,37
920,1942,北京理工大学珠海学院,4144013675,广东省教育厅,珠海市,本科,民办,4
921,1943,珠海科技学院,4144013684,广东省教育厅,珠海市,本科,民办,4
922,1944,广州工商学院,4144013714,广东省教育厅,广州市,本科,民办,37
923,1945,广州科技职业技术大学,4144013717,广东省教育厅,广州市,本科,民办,37
924,1946,广东科技学院,4144013719,广东省教育厅,东莞市,本科,民办,3
925,1947,广东理工学院,4144013720,广东省教育厅,肇庆市,本科,民办,3
926,1948,广东工商职业技术大学,4144013721,广东省教育厅,肇庆市,本科,民办,3
927,1949,东莞城市学院,4144013844,广东省教育厅,东莞市,本科,民办,3
928,1950,广州新华学院,4144013902,广东省教育厅,广州市,本科,民办,37
929,1951,广东第二师范学院,4144014278,广东省,广州市,本科,公办,37
930,1952,南方科技大学,4144014325,广东省,深圳市,本科,公办,5
931,1953,深圳技术大学,4144014655,广东省,深圳市,本科,公办,5
932,1954,北京师范大学-香港浸会大学联合国际学院,4144016401,广东省教育厅,珠海市,本科,内地与港澳台地区合作办学,4
933,1955,香港中文大学（深圳）,4144016407,广东省教育厅,深圳市,本科,内地与港澳台地区合作办学,5
934,1956,深圳北理莫斯科大学,4144016409,广东省,深圳市,本科,中外合作办学,5
935,1957,广东以色列理工学院,4144016410,广东省,汕头市,本科,中外合作办学,2
936,2051,广西大学,4145010593,广西壮族自治区,南宁市,本科,公办,15
937,2052,广西科技大学,4145010594,广西壮族自治区,柳州市,本科,公办,2
938,2053,桂林电子科技大学,4145010595,广西壮族自治区,桂林市,本科,公办,9
939,2054,桂林理工大学,4145010596,广西壮族自治区,桂林市,本科,公办,9
940,2055,广西医科大学,4145010598,广西壮族自治区,南宁市,本科,公办,15
941,2056,右江民族医学院,4145010599,广西壮族自治区,百色市,本科,公办,2
942,2057,广西中医药大学,4145010600,广西壮族自治区,南宁市,本科,公办,15
943,2058,桂林医学院,4145010601,广西壮族自治区,桂林市,本科,公办,9
944,2059,广西师范大学,4145010602,广西壮族自治区,桂林市,本科,公办,9
945,2060,南宁师范大学,4145010603,广西壮族自治区,南宁市,本科,公办,15
946,2061,广西民族师范学院,4145010604,广西壮族自治区,崇左市,本科,公办,2
947,2062,河池学院,4145010605,广西壮族自治区,河池市,本科,公办,1
948,2063,玉林师范学院,4145010606,广西壮族自治区,玉林市,本科,公办,1
949,2064,广西艺术学院,4145010607,广西壮族自治区,南宁市,本科,公办,15
950,2065,广西民族大学,4145010608,广西壮族自治区,南宁市,本科,公办,15
951,2066,百色学院,4145010609,广西壮族自治区,百色市,本科,公办,2
952,2067,梧州学院,4145011354,广西壮族自治区,梧州市,本科,公办,1
953,2068,广西科技师范学院,4145011546,广西壮族自治区,来宾市,本科,公办,1
954,2069,广西财经学院,4145011548,广西壮族自治区,南宁市,本科,公办,15
955,2070,南宁学院,4145011549,广西壮族自治区教育厅,南宁市,本科,民办,15
956,2071,北部湾大学,4145011607,广西壮族自治区,钦州市,本科,公办,1
957,2072,桂林航天工业学院,4145011825,广西壮族自治区,桂林市,本科,公办,9
958,2073,桂林旅游学院,4145011837,广西壮族自治区,桂林市,本科,公办,9
959,2074,贺州学院,4145011838,广西壮族自治区,贺州市,本科,公办,1
960,2075,广西警察学院,4145013520,广西壮族自治区,南宁市,本科,公办,15
961,2076,北海艺术设计学院,4145013524,广西壮族自治区教育厅,北海市,本科,民办,2
962,2077,广西农业职业技术大学,4145016205,广西壮族自治区,南宁市,本科,公办,15
963,2078,柳州工学院,4145013639,广西壮族自治区教育厅,柳州市,本科,民办,2
964,2079,广西民族大学相思湖学院,4145013640,广西壮族自治区教育厅,南宁市,本科,民办,15
965,2080,桂林学院,4145013641,广西壮族自治区教育厅,桂林市,本科,民办,9
966,2081,南宁师范大学师园学院,4145013642,广西壮族自治区教育厅,南宁市,本科,民办,15
967,2082,广西中医药大学赛恩斯新医药学院,4145013643,广西壮族自治区教育厅,南宁市,本科,民办,15
968,2083,桂林信息科技学院,4145013644,广西壮族自治区教育厅,桂林市,本科,民办,9
969,2084,南宁理工学院,4145013645,广西壮族自治区教育厅,桂林市,本科,民办,9
970,2085,广西外国语学院,4145013830,广西壮族自治区教育厅,南宁市,本科,民办,15
971,2086,北京航空航天大学北海学院,4145013890,广西壮族自治区教育厅,北海市,本科,民办,2
972,2087,广西城市职业大学,4145013920,广西壮族自治区教育厅,崇左市,本科,民办,2
973,2088,广西职业师范学院,4145014684,广西壮族自治区,南宁市,本科,公办,15
974,2136,海南大学,4146010589,海南省,海口市,本科,公办,6
975,2137,海南热带海洋学院,4146011100,海南省,三亚市,本科,公办,2
976,2138,海南师范大学,4146011658,海南省,海口市,本科,公办,6
977,2139,海南医学院,4146011810,海南省,海口市,本科,公办,6
978,2140,海口经济学院,4146012308,海南省教育厅,海口市,本科,民办,6
979,2141,琼台师范学院,4146013811,海南省,海口市,本科,公办,6
980,2142,三亚学院,4146013892,海南省教育厅,三亚市,本科,民办,2
981,2143,海南科技职业大学,4146014172,海南省教育厅,海口市,本科,民办,6
982,2157,重庆大学,4150010611,教育部,重庆市,本科,公办,26
983,2158,重庆邮电大学,4150010617,重庆市,重庆市,本科,公办,26
984,2159,重庆交通大学,4150010618,重庆市,重庆市,本科,公办,26
985,2160,重庆医科大学,4150010631,重庆市,重庆市,本科,公办,26
986,2161,西南大学,4150010635,教育部,重庆市,本科,公办,26
987,2162,重庆师范大学,4150010637,重庆市,重庆市,本科,公办,26
988,2163,重庆文理学院,4150010642,重庆市,重庆市,本科,公办,26
989,2164,重庆三峡学院,4150010643,重庆市,重庆市,本科,公办,26
990,2165,长江师范学院,4150010647,重庆市,重庆市,本科,公办,26
991,2166,四川外国语大学,4150010650,重庆市,重庆市,本科,公办,26
992,2167,西南政法大学,4150010652,重庆市,重庆市,本科,公办,26
993,2168,四川美术学院,4150010655,重庆市,重庆市,本科,公办,26
994,2169,重庆科技学院,4150011551,重庆市,重庆市,本科,公办,26
995,2170,重庆理工大学,4150011660,重庆市,重庆市,本科,公办,26
996,2171,重庆工商大学,4150011799,重庆市,重庆市,本科,公办,26
997,2172,重庆机电职业技术大学,4150012607,重庆市教委,重庆市,本科,民办,26
998,2173,重庆工程学院,4150012608,重庆市教委,重庆市,本科,民办,26
999,2174,重庆城市科技学院,4150012616,重庆市教委,重庆市,本科,民办,26
1000,2175,重庆警察学院,4150012757,重庆市,重庆市,本科,公办,26
1001,2176,重庆人文科技学院,4150013548,重庆市教委,重庆市,本科,民办,26
1002,2177,重庆外语外事学院,4150013588,重庆市教委,重庆市,本科,民办,26
1003,2178,重庆对外经贸学院,4150013589,重庆市教委,重庆市,本科,民办,26
1004,2179,重庆财经学院,4150013590,重庆市教委,重庆市,本科,民办,26
1005,2180,重庆工商大学派斯学院,4150013591,重庆市教委,重庆市,本科,民办,26
1006,2181,重庆移通学院,4150013627,重庆市教委,重庆市,本科,民办,26
1007,2182,重庆第二师范学院,4150014388,重庆市,重庆市,本科,公办,26
1008,2226,四川大学,4151010610,教育部,成都市,本科,公办,28
1009,2227,西南交通大学,4151010613,教育部,成都市,本科,公办,28
1010,2228,电子科技大学,4151010614,教育部,成都市,本科,公办,28
1011,2229,西南石油大学,4151010615,四川省,成都市,本科,公办,28
1012,2230,成都理工大学,4151010616,四川省,成都市,本科,公办,28
1013,2231,西南科技大学,4151010619,四川省,绵阳市,本科,公办,5
1014,2232,成都信息工程大学,4151010621,四川省,成都市,本科,公办,28
1015,2233,四川轻化工大学,4151010622,四川省,自贡市,本科,公办,1
1016,2234,西华大学,4151010623,四川省,成都市,本科,公办,28
1017,2235,中国民用航空飞行学院,4151010624,交通运输部（中国民用航空局）,德阳市,本科,公办,2
1018,2236,四川农业大学,4151010626,四川省,雅安市,本科,公办,1
1019,2237,西昌学院,4151010628,四川省,凉山彝族自治州,本科,公办,1
1020,2238,西南医科大学,4151010632,四川省,泸州市,本科,公办,2
1021,2239,成都中医药大学,4151010633,四川省,成都市,本科,公办,28
1022,2240,川北医学院,4151010634,四川省,南充市,本科,公办,3
1023,2241,四川师范大学,4151010636,四川省,成都市,本科,公办,28
1024,2242,西华师范大学,4151010638,四川省,南充市,本科,公办,3
1025,2243,绵阳师范学院,4151010639,四川省,绵阳市,本科,公办,5
1026,2244,内江师范学院,4151010640,四川省,内江市,本科,公办,1
1027,2245,宜宾学院,4151010641,四川省,宜宾市,本科,公办,1
1028,2246,四川文理学院,4151010644,四川省,达州市,本科,公办,1
1029,2247,阿坝师范学院,4151010646,四川省,阿坝藏族羌族自治州,本科,公办,1
1030,2248,乐山师范学院,4151010649,四川省,乐山市,本科,公办,2
1031,2249,西南财经大学,4151010651,教育部,成都市,本科,公办,28
1032,2250,成都体育学院,4151010653,四川省,成都市,本科,公办,28
1033,2251,四川音乐学院,4151010654,四川省,成都市,本科,公办,28
1034,2252,西南民族大学,4151010656,国家民委,成都市,本科,公办,28
1035,2253,成都大学,4151011079,四川省,成都市,本科,公办,28
1036,2254,成都工业学院,4151011116,四川省,成都市,本科,公办,28
1037,2255,攀枝花学院,4151011360,四川省,攀枝花市,本科,公办,1
1038,2256,四川旅游学院,4151011552,四川省,成都市,本科,公办,28
1039,2257,四川民族学院,4151011661,四川省,甘孜藏族自治州,本科,公办,1
1040,2258,四川警察学院,4151012212,四川省,泸州市,本科,公办,2
1041,2259,成都东软学院,4151012636,四川省教育厅,成都市,本科,民办,28
1042,2260,成都艺术职业大学,4151012969,四川省教育厅,成都市,本科,民办,28
1043,2261,电子科技大学成都学院,4151013665,四川省教育厅,成都市,本科,民办,28
1044,2262,成都理工大学工程技术学院,4151013668,四川省教育厅,乐山市,本科,民办,2
1045,2263,四川传媒学院,4151013669,四川省教育厅,成都市,本科,民办,28
1046,2264,成都银杏酒店管理学院,4151013670,四川省教育厅,成都市,本科,民办,28
1047,2265,成都文理学院,4151013671,四川省教育厅,成都市,本科,民办,28
1048,2266,四川工商学院,4151013672,四川省教育厅,成都市,本科,民办,28
1049,2267,四川外国语大学成都学院,4151013673,四川省教育厅,成都市,本科,民办,28
1050,2268,成都医学院,4151013705,四川省,成都市,本科,公办,28
1051,2269,四川工业科技学院,4151013816,四川省教育厅,德阳市,本科,民办,2
1052,2270,成都锦城学院,4151013903,四川省教育厅,成都市,本科,民办,28
1053,2271,西南财经大学天府学院,4151014037,四川省教育厅,绵阳市,本科,民办,5
1054,2272,四川大学锦江学院,4151014039,四川省教育厅,眉山市,本科,民办,1
1055,2273,四川文化艺术学院,4151014043,四川省教育厅,绵阳市,本科,民办,5
1056,2274,绵阳城市学院,4151014045,四川省教育厅,绵阳市,本科,民办,5
1057,2275,西南交通大学希望学院,4151014262,四川省教育厅,南充市,本科,民办,3
1058,2276,成都师范学院,4151014389,四川省,成都市,本科,公办,28
1059,2277,四川电影电视学院,4151014410,四川省教育厅,成都市,本科,民办,28
1060,2278,吉利学院,4111012802,四川省教育厅,四川省,本科,民办,1
1061,2360,贵州大学,4152010657,贵州省,贵阳市,本科,公办,16
1062,2361,贵州医科大学,4152010660,贵州省,贵阳市,本科,公办,16
1063,2362,遵义医科大学,4152010661,贵州省,遵义市,本科,公办,4
1064,2363,贵州中医药大学,4152010662,贵州省,贵阳市,本科,公办,16
1065,2364,贵州师范大学,4152010663,贵州省,贵阳市,本科,公办,16
1066,2365,遵义师范学院,4152010664,贵州省,遵义市,本科,公办,4
1067,2366,铜仁学院,4152010665,贵州省,铜仁市,本科,公办,1
1068,2367,兴义民族师范学院,4152010666,贵州省,黔西南布依族苗族自治州,本科,公办,1
1069,2368,安顺学院,4152010667,贵州省,安顺市,本科,公办,1
1070,2369,贵州工程应用技术学院,4152010668,贵州省,毕节市,本科,公办,1
1071,2370,凯里学院,4152010669,贵州省,黔东南苗族侗族自治州,本科,公办,1
1072,2371,黔南民族师范学院,4152010670,贵州省,黔南布依族苗族自治州,本科,公办,3
1073,2372,贵州财经大学,4152010671,贵州省,贵阳市,本科,公办,16
1074,2373,贵州民族大学,4152010672,贵州省,贵阳市,本科,公办,16
1075,2374,贵阳学院,4152010976,贵州省,贵阳市,本科,公办,16
1076,2375,六盘水师范学院,4152010977,贵州省,六盘水市,本科,公办,1
1077,2376,贵州商学院,4152011731,贵州省,贵阳市,本科,公办,16
1078,2377,贵州警察学院,4152012107,贵州省,贵阳市,本科,公办,16
1079,2378,贵州中医药大学时珍学院,4152013647,贵州省教育厅,贵阳市,本科,民办,16
1080,2379,贵州黔南经济学院,4152013648,贵州省教育厅,黔南布依族苗族自治州,本科,民办,3
1081,2380,贵州黔南科技学院,4152013649,贵州省教育厅,黔南布依族苗族自治州,本科,民办,3
1082,2381,贵阳信息科技学院,4152013650,贵州省教育厅,贵阳市,本科,民办,16
1083,2382,贵阳人文科技学院,4152013651,贵州省教育厅,贵阳市,本科,民办,16
1084,2383,贵阳康养职业大学,4152016206,贵州省,贵阳市,本科,公办,16
1085,2384,遵义医科大学医学与科技学院,4152013653,贵州省教育厅,遵义市,本科,民办,4
1086,2385,贵州医科大学神奇民族医药学院,4152013676,贵州省教育厅,贵阳市,本科,民办,16
1087,2386,贵州师范学院,4152014223,贵州省,贵阳市,本科,公办,16
1088,2387,贵州理工学院,4152014440,贵州省,贵阳市,本科,公办,16
1089,2388,茅台学院,4152014625,贵州省教育厅,遵义市,本科,民办,4
1090,2435,云南大学,4153010673,云南省,昆明市,本科,公办,20
1091,2436,昆明理工大学,4153010674,云南省,昆明市,本科,公办,20
1092,2437,云南农业大学,4153010676,云南省,昆明市,本科,公办,20
1093,2438,西南林业大学,4153010677,云南省,昆明市,本科,公办,20
1094,2439,昆明医科大学,4153010678,云南省,昆明市,本科,公办,20
1095,2440,大理大学,4153010679,云南省,大理白族自治州,本科,公办,1
1096,2441,云南中医药大学,4153010680,云南省,昆明市,本科,公办,20
1097,2442,云南师范大学,4153010681,云南省,昆明市,本科,公办,20
1098,2443,昭通学院,4153010683,云南省,昭通市,本科,公办,1
1099,2444,曲靖师范学院,4153010684,云南省,曲靖市,本科,公办,1
1100,2445,普洱学院,4153010685,云南省,普洱市,本科,公办,1
1101,2446,保山学院,4153010686,云南省,保山市,本科,公办,1
1102,2447,红河学院,4153010687,云南省,红河哈尼族彝族自治州,本科,公办,1
1103,2448,云南财经大学,4153010689,云南省,昆明市,本科,公办,20
1104,2449,云南艺术学院,4153010690,云南省,昆明市,本科,公办,20
1105,2450,云南民族大学,4153010691,云南省,昆明市,本科,公办,20
1106,2451,玉溪师范学院,4153011390,云南省,玉溪市,本科,公办,1
1107,2452,楚雄师范学院,4153011391,云南省,楚雄彝族自治州,本科,公办,1
1108,2453,云南警官学院,4153011392,云南省,昆明市,本科,公办,20
1109,2454,昆明学院,4153011393,云南省,昆明市,本科,公办,20
1110,2455,文山学院,4153011556,云南省,文山壮族苗族自治州,本科,公办,1
1111,2456,云南经济管理学院,4153012560,云南省教育厅,昆明市,本科,民办,20
1112,2457,云南大学滇池学院,4153013326,云南省教育厅,昆明市,本科,民办,20
1113,2458,丽江文化旅游学院,4153013328,云南省教育厅,丽江市,本科,民办,1
1114,2459,昆明理工大学津桥学院,4153013329,云南省教育厅,昆明市,本科,民办,20
1115,2460,昆明城市学院,4153013330,云南省教育厅,昆明市,本科,民办,20
1116,2461,昆明文理学院,4153013331,云南省教育厅,昆明市,本科,民办,20
