序号,学校名称,学校标识码,主管部门,所在地,办学层次,备注
1598,郑州幼儿师范高等专科学校,4141014391,河南省,郑州市,专科,
1599,安阳幼儿师范高等专科学校,4141014392,河南省,安阳市,专科,
1600,郑州黄河护理职业学院,4141014405,河南省教育厅,郑州市,专科,民办
1601,河南医学高等专科学校,4141014466,河南省,郑州市,专科,
1602,郑州财税金融职业学院,4141014478,河南省,郑州市,专科,
1603,南阳农业职业学院,4141014479,河南省,南阳市,专科,
1604,洛阳科技职业学院,4141014480,河南省教育厅,洛阳市,专科,民办
1605,鹤壁能源化工职业学院,4141014529,河南省教育厅,鹤壁市,专科,民办
1606,平顶山文化艺术职业学院,4141014530,河南省教育厅,平顶山市,专科,民办
1607,濮阳医学高等专科学校,4141014597,河南省,濮阳市,专科,
1608,驻马店幼儿师范高等专科学校,4141014598,河南省,驻马店市,专科,
1609,三门峡社会管理职业学院,4141014606,河南省,三门峡市,专科,
1610,河南轻工职业学院,4141014607,河南省,郑州市,专科,
1611,河南测绘职业学院,4141014608,河南省,郑州市,专科,
1612,信阳航空职业学院,4141014634,河南省教育厅,信阳市,专科,民办
1613,郑州卫生健康职业学院,4141014635,河南省,郑州市,专科,
1614,河南物流职业学院,4141014636,河南省,新乡市,专科,
1615,河南地矿职业学院,4141014637,河南省,郑州市,专科,
1616,郑州亚欧交通职业学院,4141014685,河南省教育厅,郑州市,专科,中外合作办学
1617,河南女子职业学院,4141014711,河南省,新乡市,专科,
1618,河南对外经济贸易职业学院,4141014712,河南省,开封市,专科,
1619,濮阳石油化工职业技术学院,4141014713,河南省,濮阳市,专科,
1620,南阳科技职业学院,4141014714,河南省,南阳市,专科,
1621,兰考三农职业学院,4141014715,河南省,开封市,专科,
1622,汝州职业技术学院,4141014716,河南省,平顶山市,专科,
1623,林州建筑职业技术学院,4141014717,河南省教育厅,安阳市,专科,民办
1624,郑州电子商务职业学院,4141014718,河南省教育厅,郑州市,专科,民办
1625,郑州轨道工程职业学院,4141014719,河南省教育厅,郑州市,专科,民办
1626,郑州体育职业学院,4141014720,河南省教育厅,郑州市,专科,民办
1627,洛阳文化旅游职业学院,4141014750,河南省,洛阳市,专科,
1628,周口文理职业学院,4141014751,河南省,周口市,专科,
1629,信阳艺术职业学院,4141014752,河南省,信阳市,专科,
1630,郑州城建职业学院,4141014753,河南省教育厅,郑州市,专科,民办
1631,郑州医药健康职业学院,4141014754,河南省教育厅,郑州市,专科,民办
1632,平顶山职业技术学院,4241050709,河南省,平顶山市,专科,
1701,武汉职业技术学院,4142010834,湖北省,武汉市,专科,
1702,黄冈职业技术学院,4142010955,湖北省,黄冈市,专科,
1703,长江职业学院,4142010956,湖北省,武汉市,专科,
1704,荆州理工职业学院,4142011074,湖北省,荆州市,专科,
1705,湖北工业职业技术学院,4142011334,湖北省,十堰市,专科,
1706,鄂州职业大学,4142011335,湖北省,鄂州市,专科,
1707,武汉城市职业学院,4142011796,湖北省,武汉市,专科,
1708,湖北职业技术学院,4142012051,湖北省,孝感市,专科,
1709,武汉船舶职业技术学院,4142012052,湖北省,武汉市,专科,
1710,恩施职业技术学院,4142012347,湖北省,恩施土家族苗族自治州,专科,
1711,襄阳职业技术学院,4142012354,湖北省,襄阳市,专科,
1712,武汉工贸职业学院,4142012369,湖北省教育厅,武汉市,专科,民办
1713,荆州职业技术学院,4142012737,湖北省,荆州市,专科,
1714,武汉工程职业技术学院,4142012738,湖北省,武汉市,专科,
1715,仙桃职业学院,4142012740,湖北省,仙桃市,专科,
1716,湖北轻工职业技术学院,4142012744,湖北省,武汉市,专科,
1717,湖北交通职业技术学院,4142012752,湖北省,武汉市,专科,
1718,湖北中医药高等专科学校,4142012951,湖北省,荆州市,专科,
1719,武汉航海职业技术学院,4142012952,湖北省,武汉市,专科,
1720,武汉铁路职业技术学院,4142012977,湖北省,武汉市,专科,
1721,武汉软件工程职业学院,4142012978,湖北省,武汉市,专科,
1722,湖北三峡职业技术学院,4142012979,湖北省,宜昌市,专科,
1723,随州职业技术学院,4142012980,湖北省,随州市,专科,
1724,武汉电力职业技术学院,4142012981,湖北省,武汉市,专科,
1725,湖北水利水电职业技术学院,4142012982,湖北省,武汉市,专科,
1726,湖北城市建设职业技术学院,4142012983,湖北省,武汉市,专科,
1727,武汉警官职业学院,4142012984,湖北省,武汉市,专科,
1728,湖北生物科技职业学院,4142012985,湖北省,武汉市,专科,
1729,湖北开放职业学院,4142012986,湖北省教育厅,武汉市,专科,民办
1730,武汉科技职业学院,4142012987,湖北省教育厅,武汉市,专科,民办
1731,武汉外语外事职业学院,4142012988,湖北省教育厅,武汉市,专科,民办
1732,武汉信息传播职业技术学院,4142012989,湖北省教育厅,武汉市,专科,民办
1733,武昌职业学院,4142012990,湖北省教育厅,武汉市,专科,民办
1734,武汉商贸职业学院,4142012991,湖北省教育厅,武汉市,专科,民办
1735,湖北艺术职业学院,4142013263,湖北省,武汉市,专科,
1736,武汉交通职业学院,4142013264,湖北省,武汉市,专科,
1737,咸宁职业技术学院,4142013265,湖北省,咸宁市,专科,
1738,长江工程职业技术学院,4142013266,湖北省,武汉市,专科,
1739,江汉艺术职业学院,4142013793,湖北省,潜江市,专科,
1740,武汉民政职业学院,4142013796,湖北省,武汉市,专科,
1741,湖北黄冈应急管理职业技术学院,4142013797,湖北省,黄冈市,专科,
1742,湖北财税职业学院,4142013798,湖北省,武汉市,专科,
1743,黄冈科技职业学院,4142013799,湖北省教育厅,黄冈市,专科,民办
1744,湖北国土资源职业学院,4142013800,湖北省,武汉市,专科,
1745,湖北生态工程职业技术学院,4142013801,湖北省,武汉市,专科,
1746,三峡电力职业学院,4142014061,湖北省,宜昌市,专科,
1747,湖北科技职业学院,4142014119,湖北省,武汉市,专科,
1748,湖北青年职业学院,4142014120,湖北省,武汉市,专科,
1749,湖北工程职业学院,4142014197,湖北省,黄石市,专科,
1750,三峡旅游职业技术学院,4142014258,湖北省,宜昌市,专科,
1751,天门职业学院,4142014355,湖北省,天门市,专科,
1752,湖北体育职业学院,4142014356,湖北省,武汉市,专科,
1753,襄阳汽车职业技术学院,4142014357,湖北省,襄阳市,专科,
1754,湖北幼儿师范高等专科学校,4142014467,湖北省,武汉市,专科,
1755,湖北铁道运输职业学院,4142014553,湖北省,武汉市,专科,
1756,武汉海事职业学院,4142014554,湖北省,武汉市,专科,
1757,长江艺术工程职业学院,4142014555,湖北省教育厅,荆州市,专科,民办
1758,荆门职业学院,4142014571,湖北省,荆门市,专科,
1759,武汉铁路桥梁职业学院,4142014590,湖北省,武汉市,专科,
1760,武汉光谷职业学院,4142014591,湖北省教育厅,武汉市,专科,民办
1761,湖北健康职业学院,4142014721,湖北省教育厅,咸宁市,专科,民办
1762,湖北孝感美珈职业学院,4142014755,湖北省教育厅,孝感市,专科,民办
1815,湘中幼儿师范高等专科学校,3643000496,湖南省,邵阳市,专科,
1816,长沙民政职业技术学院,4143010827,湖南省,长沙市,专科,
1817,湖南工业职业技术学院,4143010830,湖南省,长沙市,专科,
1818,株洲师范高等专科学校,4143010836,湖南省,株洲市,专科,
1819,湖南信息职业技术学院,4143010865,湖南省,长沙市,专科,
1820,湖南税务高等专科学校,4143011601,湖南省,长沙市,专科,
1821,湖南冶金职业技术学院,4143011604,湖南省,株洲市,专科,
1822,长沙航空职业技术学院,4143012055,空军装备部,长沙市,专科,
1823,湖南大众传媒职业技术学院,4143012300,湖南省,长沙市,专科,
1824,永州职业技术学院,4143012301,湖南省,永州市,专科,
1825,湖南铁道职业技术学院,4143012302,湖南省,株洲市,专科,
1826,湖南科技职业学院,4143012304,湖南省,长沙市,专科,
1827,湖南生物机电职业技术学院,4143012343,湖南省,长沙市,专科,
1828,湖南交通职业技术学院,4143012397,湖南省,长沙市,专科,
1829,湖南商务职业技术学院,4143012401,湖南省,长沙市,专科,
1830,湖南体育职业学院,4143012423,湖南省,长沙市,专科,
1831,湖南工程职业技术学院,4143012425,湖南省,长沙市,专科,
1832,保险职业学院,4143012596,湖南省,长沙市,专科,
1833,湖南外贸职业学院,4143012597,湖南省,长沙市,专科,
1834,湖南网络工程职业学院,4143012598,湖南省,长沙市,专科,
1835,邵阳职业技术学院,4143012600,湖南省,邵阳市,专科,
1836,湖南司法警官职业学院,4143012601,湖南省,长沙市,专科,
1837,长沙商贸旅游职业技术学院,4143012603,湖南省,长沙市,专科,
1838,湖南环境生物职业技术学院,4143012739,湖南省,衡阳市,专科,
1839,湖南邮电职业技术学院,4143012845,湖南省,长沙市,专科,
1840,湘潭医卫职业技术学院,4143012846,湖南省,湘潭市,专科,
1841,郴州职业技术学院,4143012847,湖南省,郴州市,专科,
1842,娄底职业技术学院,4143012848,湖南省,娄底市,专科,
1843,张家界航空工业职业技术学院,4143012849,湖南省,张家界市,专科,
1844,长沙环境保护职业技术学院,4143013031,湖南省,长沙市,专科,
1845,湖南艺术职业学院,4143013032,湖南省,长沙市,专科,
1846,湖南机电职业技术学院,4143013033,湖南省,长沙市,专科,
1847,长沙职业技术学院,4143013036,湖南省,长沙市,专科,
1848,怀化职业技术学院,4143013037,湖南省,怀化市,专科,
1849,岳阳职业技术学院,4143013038,湖南省,岳阳市,专科,
1850,常德职业技术学院,4143013039,湖南省,常德市,专科,
1851,长沙南方职业学院,4143013041,湖南省教育厅,长沙市,专科,民办
1852,潇湘职业学院,4143013042,湖南省教育厅,娄底市,专科,民办
1853,湖南化工职业技术学院,4143013043,湖南省,株洲市,专科,
1854,湖南城建职业技术学院,4143013044,湖南省,湘潭市,专科,
1855,湖南石油化工职业技术学院,4143013045,湖南省,岳阳市,专科,
1856,湖南中医药高等专科学校,4143013802,湖南省,株洲市,专科,
1857,湖南民族职业学院,4143013804,湖南省,岳阳市,专科,
1858,湘西民族职业技术学院,4143013805,湖南省,湘西土家族苗族自治州,专科,
1859,湖南财经工业职业技术学院,4143013807,湖南省,衡阳市,专科,
1860,益阳职业技术学院,4143013808,湖南省,益阳市,专科,
1861,湖南工艺美术职业学院,4143013921,湖南省,益阳市,专科,
1862,湖南九嶷职业技术学院,4143013922,湖南省,永州市,专科,
1863,湖南理工职业技术学院,4143013923,湖南省,湘潭市,专科,
1864,湖南汽车工程职业学院,4143013937,湖南省,株洲市,专科,
1865,长沙电力职业技术学院,4143013938,湖南省,长沙市,专科,
1866,湖南水利水电职业技术学院,4143013939,湖南省,长沙市,专科,
1867,湖南现代物流职业技术学院,4143013940,湖南省,长沙市,专科,
1868,湖南高速铁路职业技术学院,4143013941,湖南省,衡阳市,专科,
1869,湖南铁路科技职业技术学院,4143013942,湖南省,株洲市,专科,
1870,湖南安全技术职业学院,4143014025,湖南省,长沙市,专科,
1871,湖南电气职业技术学院,4143014071,湖南省,湘潭市,专科,
1872,湖南外国语职业学院,4143014072,湖南省教育厅,长沙市,专科,民办
1873,益阳医学高等专科学校,4143014097,湖南省,益阳市,专科,
1874,湖南都市职业学院,4143014121,湖南省教育厅,长沙市,专科,民办
1875,湖南电子科技职业学院,4143014122,湖南省教育厅,长沙市,专科,民办
1876,湖南国防工业职业技术学院,4143014182,湖南省,湘潭市,专科,
1877,湖南高尔夫旅游职业学院,4143014309,湖南省教育厅,常德市,专科,民办
1878,湖南工商职业学院,4143014310,湖南省教育厅,衡阳市,专科,民办
1879,湖南三一工业职业技术学院,4143014322,湖南省教育厅,长沙市,专科,民办
1880,长沙卫生职业学院,4143014358,湖南省,长沙市,专科,
1881,湖南食品药品职业学院,4143014359,湖南省,长沙市,专科,
1882,湖南有色金属职业技术学院,4143014360,湖南省,株洲市,专科,
1883,湖南吉利汽车职业技术学院,4143014406,湖南省教育厅,湘潭市,专科,民办
1884,湖南幼儿师范高等专科学校,4143014468,湖南省,常德市,专科,
1885,湘南幼儿师范高等专科学校,4143014495,湖南省,郴州市,专科,
1886,湖南劳动人事职业学院,4143014508,湖南省,长沙市,专科,
1887,怀化师范高等专科学校,4143014663,湖南省,怀化市,专科,
1888,永州师范高等专科学校,4143014690,湖南省,永州市,专科,
1889,衡阳幼儿师范高等专科学校,4143014691,湖南省,衡阳市,专科,
1890,长沙幼儿师范高等专科学校,4143014692,湖南省,长沙市,专科,
1958,顺德职业技术学院,4144010831,广东省,佛山市,专科,
1959,广东轻工职业技术学院,4144010833,广东省,广州市,专科,
1960,广东交通职业技术学院,4144010861,广东省,广州市,专科,
1961,广东水利电力职业技术学院,4144010862,广东省,广州市,专科,
1962,潮汕职业技术学院,4144010965,广东省教育厅,揭阳市,专科,民办
1963,深圳职业技术学院,4144011113,广东省,深圳市,专科,
1964,广东南华工商职业学院,4144011114,广东省,广州市,专科,
1965,私立华联学院,4144011121,广东省教育厅,广州市,专科,民办
1966,广州民航职业技术学院,4144012040,交通运输部（中国民用航空局）,广州市,专科,
1967,广州番禺职业技术学院,4144012046,广东省,广州市,专科,
1968,广东松山职业技术学院,4144012060,广东省,韶关市,专科,
1969,广东农工商职业技术学院,4144012322,广东省,广州市,专科,
1970,广东新安职业技术学院,4144012325,广东省教育厅,深圳市,专科,民办
1971,佛山职业技术学院,4144012327,广东省,佛山市,专科,
1972,广东科学技术职业学院,4144012572,广东省,广州市,专科,
1973,广东食品药品职业学院,4144012573,广东省,广州市,专科,
1974,广州康大职业技术学院,4144012575,广东省教育厅,广州市,专科,民办
1975,珠海艺术职业学院,4144012576,广东省教育厅,珠海市,专科,民办
1976,广东行政职业学院,4144012577,广东省,广州市,专科,
1977,广东体育职业技术学院,4144012578,广东省,广州市,专科,
1978,广东职业技术学院,4144012736,广东省,佛山市,专科,
1979,广东建设职业技术学院,4144012741,广东省,广州市,专科,
1980,广东女子职业技术学院,4144012742,广东省,广州市,专科,
1981,广东机电职业技术学院,4144012743,广东省,广州市,专科,
1982,广东岭南职业技术学院,4144012749,广东省教育厅,广州市,专科,民办
1983,汕尾职业技术学院,4144012765,广东省,汕尾市,专科,
1984,罗定职业技术学院,4144012770,广东省,云浮市,专科,
1985,阳江职业技术学院,4144012771,广东省,阳江市,专科,
1986,河源职业技术学院,4144012772,广东省,河源市,专科,
1987,广东邮电职业技术学院,4144012953,广东省,广州市,专科,
1988,汕头职业技术学院,4144012954,广东省,汕头市,专科,
1989,揭阳职业技术学院,4144012956,广东省,揭阳市,专科,
1990,深圳信息职业技术学院,4144012957,广东省,深圳市,专科,
1991,清远职业技术学院,4144012958,广东省,清远市,专科,
1992,广东工贸职业技术学院,4144012959,广东省,广州市,专科,
1993,广东司法警官职业学院,4144012960,广东省,广州市,专科,
1994,广东亚视演艺职业学院,4144012961,广东省教育厅,东莞市,专科,民办
1995,广东省外语艺术职业学院,4144012962,广东省,广州市,专科,
1996,广东文艺职业学院,4144013707,广东省,广州市,专科,
1997,广州体育职业技术学院,4144013708,广东省,广州市,专科,
1998,广州工程技术职业学院,4144013709,广东省,广州市,专科,
1999,中山火炬职业技术学院,4144013710,广东省,中山市,专科,
2000,江门职业技术学院,4144013711,广东省,江门市,专科,
2001,茂名职业技术学院,4144013712,广东省,茂名市,专科,
2002,珠海城市职业技术学院,4144013713,广东省,珠海市,专科,
2003,广州涉外经济职业技术学院,4144013715,广东省教育厅,广州市,专科,民办
2004,广州南洋理工职业学院,4144013716,广东省教育厅,广州市,专科,民办
2005,惠州经济职业技术学院,4144013718,广东省教育厅,惠州市,专科,民办
2006,肇庆医学高等专科学校,4144013810,广东省,肇庆市,专科,
2007,广州现代信息工程职业技术学院,4144013912,广东省教育厅,广州市,专科,民办
2008,广东理工职业学院,4144013919,广东省,广州市,专科,
2009,广州华南商贸职业学院,4144013927,广东省教育厅,广州市,专科,民办
2010,广州华立科技职业学院,4144013928,广东省教育厅,广州市,专科,民办
2011,广州城市职业学院,4144013929,广东省,广州市,专科,
2012,广东工程职业技术学院,4144013930,广东省,广州市,专科,
2013,广州铁路职业技术学院,4144013943,广东省,广州市,专科,
2014,广东科贸职业学院,4144014063,广东省,广州市,专科,
2015,广州科技贸易职业学院,4144014065,广东省,广州市,专科,
2016,中山职业技术学院,4144014066,广东省,中山市,专科,
2017,广州珠江职业技术学院,4144014123,广东省教育厅,广州市,专科,民办
2018,广州松田职业学院,4144014125,广东省教育厅,广州市,专科,民办
2019,广东文理职业学院,4144014126,广东省教育厅,湛江市,专科,民办
2020,广州城建职业学院,4144014136,广东省教育厅,广州市,专科,民办
2021,东莞职业技术学院,4144014263,广东省,东莞市,专科,
2022,广东南方职业学院,4144014265,广东省教育厅,江门市,专科,民办
2023,广州华商职业学院,4144014266,广东省教育厅,广州市,专科,民办
2024,广州华夏职业学院,4144014268,广东省教育厅,广州市,专科,民办
2025,广东环境保护工程职业学院,4144014311,广东省,佛山市,专科,
2026,广东青年职业学院,4144014361,广东省,广州市,专科,
2027,广州东华职业学院,4144014362,广东省教育厅,广州市,专科,民办
2028,广东创新科技职业学院,4144014363,广东省教育厅,东莞市,专科,民办
2029,广东舞蹈戏剧职业学院,4144014407,广东省,广州市,专科,
2030,惠州卫生职业技术学院,4144014408,广东省,惠州市,专科,
2031,广东信息工程职业学院,4144014427,广东省教育厅,肇庆市,专科,民办
2032,广东生态工程职业学院,4144014509,广东省,广州市,专科,
2033,惠州城市职业学院,4144014510,广东省,惠州市,专科,
2034,广东碧桂园职业学院,4144014511,广东省教育厅,清远市,专科,民办
2035,广东茂名健康职业学院,4144014556,广东省,茂名市,专科,
2036,广东酒店管理职业技术学院,4144014572,广东省教育厅,东莞市,专科,民办
2037,广东茂名幼儿师范专科学校,4144014587,广东省,茂名市,专科,
2038,广州卫生职业技术学院,4144014592,广东省,广州市,专科,
2039,惠州工程职业学院,4144014609,广东省,惠州市,专科,
2040,广东江门中医药职业学院,4144014610,广东省,江门市,专科,
2041,广东茂名农林科技职业学院,4144014638,广东省,茂名市,专科,
2042,广东江门幼儿师范高等专科学校,4144014664,广东省,江门市,专科,
2043,广东财贸职业学院,4144014667,广东省,清远市,专科,
2044,广州幼儿师范高等专科学校,4144014756,广东省,广州市,专科,
2045,广东汕头幼儿师范高等专科学校,4144014757,广东省,汕头市,专科,
2046,广东梅州职业技术学院,4144014758,广东省,梅州市,专科,
2047,广东潮州卫生健康职业学院,4144014759,广东省,潮州市,专科,
2048,广东云浮中医药职业学院,4144014760,广东省,云浮市,专科,
2049,广东肇庆航空职业学院,4144014761,广东省教育厅,肇庆市,专科,民办
2050,湛江幼儿师范专科学校,4244050853,广东省,湛江市,专科,
2089,桂林生命与健康职业技术学院,4145010035,广西壮族自治区教育厅,桂林市,专科,民办
2090,广西机电职业技术学院,4145010867,广西壮族自治区,南宁市,专科,
2091,广西体育高等专科学校,4145011350,广西壮族自治区,南宁市,专科,
2092,南宁职业技术学院,4145011355,广西壮族自治区,南宁市,专科,
2093,广西水利电力职业技术学院,4145011608,广西壮族自治区,南宁市,专科,
2094,桂林师范高等专科学校,4145011671,广西壮族自治区,桂林市,专科,
2095,广西职业技术学院,4145011773,广西壮族自治区,南宁市,专科,
2096,柳州职业技术学院,4145012104,广西壮族自治区,柳州市,专科,
2097,广西生态工程职业技术学院,4145012344,广西壮族自治区,柳州市,专科,
2098,广西交通职业技术学院,4145012356,广西壮族自治区,南宁市,专科,
2099,广西工业职业技术学院,4145012364,广西壮族自治区,南宁市,专科,
2100,广西国际商务职业技术学院,4145012379,广西壮族自治区,南宁市,专科,
2101,柳州铁道职业技术学院,4145012392,广西壮族自治区,柳州市,专科,
2102,广西建设职业技术学院,4145013138,广西壮族自治区,南宁市,专科,
2103,广西现代职业技术学院,4145013522,广西壮族自治区,河池市,专科,
2104,北海职业学院,4145013523,广西壮族自治区,北海市,专科,
2105,桂林山水职业学院,4145013526,广西壮族自治区教育厅,桂林市,专科,民办
2106,广西经贸职业技术学院,4145013827,广西壮族自治区,南宁市,专科,
2107,广西工商职业技术学院,4145013828,广西壮族自治区,南宁市,专科,
2108,广西演艺职业学院,4145013829,广西壮族自治区教育厅,南宁市,专科,民办
2109,广西电力职业技术学院,4145013831,广西壮族自治区,南宁市,专科,
2110,广西英华国际职业学院,4145014026,广西壮族自治区教育厅,钦州市,专科,民办
2111,柳州城市职业学院,4145014067,广西壮族自治区,柳州市,专科,
2112,百色职业学院,4145014068,广西壮族自治区,百色市,专科,
2113,广西工程职业学院,4145014127,广西壮族自治区教育厅,百色市,专科,民办
2114,广西理工职业技术学院,4145014170,广西壮族自治区教育厅,崇左市,专科,民办
2115,梧州职业学院,4145014171,广西壮族自治区,梧州市,专科,
2116,广西经济职业学院,4145014211,广西壮族自治区教育厅,南宁市,专科,民办
2117,广西幼儿师范高等专科学校,4145014220,广西壮族自治区,南宁市,专科,
2118,广西科技职业学院,4145014312,广西壮族自治区教育厅,崇左市,专科,民办
2119,广西卫生职业技术学院,4145014313,广西壮族自治区,南宁市,专科,
2120,广西培贤国际职业学院,4145014481,广西壮族自治区教育厅,百色市,专科,民办
2121,广西金融职业技术学院,4145014512,广西壮族自治区,南宁市,专科,
2122,广西中远职业学院,4145014546,广西壮族自治区教育厅,崇左市,专科,民办
2123,玉柴职业技术学院,4145014573,广西壮族自治区教育厅,玉林市,专科,民办
2124,广西蓝天航空职业学院,4145014574,广西壮族自治区教育厅,来宾市,专科,民办
2125,广西安全工程职业技术学院,4145014611,广西壮族自治区,南宁市,专科,
2126,广西自然资源职业技术学院,4145014668,广西壮族自治区,崇左市,专科,
2127,钦州幼儿师范高等专科学校,4145014693,广西壮族自治区,钦州市,专科,
2128,梧州医学高等专科学校,4145014694,广西壮族自治区教育厅,梧州市,专科,民办
2129,广西制造工程职业技术学院,4145014722,广西壮族自治区,南宁市,专科,
2130,广西物流职业技术学院,4145014723,广西壮族自治区,贵港市,专科,
2131,防城港职业技术学院,4145014762,广西壮族自治区,防城港市,专科,
2132,广西信息职业技术学院,4145014763,广西壮族自治区,南宁市,专科,
2133,广西农业工程职业技术学院,4145014764,广西壮族自治区,崇左市,专科,
2134,北海康养职业学院,4145014765,广西壮族自治区教育厅,北海市,专科,民办
2135,崇左幼儿师范高等专科学校,4245051675,广西壮族自治区,崇左市,专科,
2144,海南职业技术学院,4146011999,海南省,海口市,专科,
2145,三亚城市职业学院,4146012717,海南省教育厅,三亚市,专科,民办
2146,海南软件职业技术学院,4146013575,海南省,琼海市,专科,
2147,海南政法职业学院,4146013576,海南省,海口市,专科,
2148,海南外国语职业学院,4146013577,海南省,文昌市,专科,
2149,海南经贸职业技术学院,4146013875,海南省,海口市,专科,
2150,海南工商职业学院,4146013876,海南省教育厅,海口市,专科,民办
2151,三亚航空旅游职业学院,4146013931,海南省教育厅,三亚市,专科,民办
2152,三亚理工职业学院,4146014236,海南省教育厅,三亚市,专科,民办
2153,海南体育职业技术学院,4146014575,海南省,海口市,专科,
2154,三亚中瑞酒店管理职业学院,4146014612,海南省教育厅,三亚市,专科,民办
2155,海南健康管理职业技术学院,4146014639,海南省教育厅,海口市,专科,民办
2156,海南卫生健康职业学院,4146014724,海南省,海口市,专科,
2183,重庆航天职业技术学院,4150010870,重庆市,重庆市,专科,
2184,重庆电力高等专科学校,4150011848,重庆市,重庆市,专科,
2185,重庆工业职业技术学院,4150012215,重庆市,重庆市,专科,
2186,重庆三峡职业学院,4150012605,重庆市,重庆市,专科,
2187,重庆工贸职业技术学院,4150012606,重庆市,重庆市,专科,
2188,重庆电子工程职业学院,4150012609,重庆市,重庆市,专科,
2189,重庆海联职业技术学院,4150012754,重庆市教委,重庆市,专科,民办
2190,重庆信息技术职业学院,4150012755,重庆市教委,重庆市,专科,民办
2191,重庆传媒职业学院,4150012756,重庆市教委,重庆市,专科,民办
2192,重庆城市管理职业学院,4150012758,重庆市,重庆市,专科,
2193,重庆工程职业技术学院,4150012759,重庆市,重庆市,专科,
2194,重庆建筑科技职业学院,4150012820,重庆市教委,重庆市,专科,民办
2195,重庆城市职业学院,4150013734,重庆市,重庆市,专科,
2196,重庆水利电力职业技术学院,4150013735,重庆市,重庆市,专科,
2197,重庆工商职业学院,4150013967,重庆市,重庆市,专科,
2198,重庆应用技术职业学院,4150013968,重庆市教委,重庆市,专科,民办
2199,重庆三峡医药高等专科学校,4150014008,重庆市,重庆市,专科,
2200,重庆医药高等专科学校,4150014009,重庆市,重庆市,专科,
2201,重庆青年职业技术学院,4150014069,重庆市,重庆市,专科,
2202,重庆财经职业学院,4150014128,重庆市,重庆市,专科,
2203,重庆科创职业学院,4150014173,重庆市教委,重庆市,专科,民办
2204,重庆建筑工程职业学院,4150014183,重庆市,重庆市,专科,
2205,重庆电讯职业学院,4150014237,重庆市教委,重庆市,专科,民办
2206,重庆能源职业学院,4150014238,重庆市教委,重庆市,专科,民办
2207,重庆商务职业学院,4150014246,重庆市,重庆市,专科,
2208,重庆交通职业学院,4150014267,重庆市教委,重庆市,专科,民办
2209,重庆化工职业学院,4150014315,重庆市,重庆市,专科,
2210,重庆旅游职业学院,4150014316,重庆市,重庆市,专科,
2211,重庆安全技术职业学院,4150014365,重庆市,重庆市,专科,
2212,重庆公共运输职业学院,4150014366,重庆市教委,重庆市,专科,民办
2213,重庆艺术工程职业学院,4150014367,重庆市教委,重庆市,专科,民办
2214,重庆轻工职业学院,4150014368,重庆市教委,重庆市,专科,民办
2215,重庆电信职业学院,4150014369,重庆市教委,重庆市,专科,民办
2216,重庆经贸职业学院,4150014370,重庆市教委,重庆市,专科,民办
2217,重庆幼儿师范高等专科学校,4150014428,重庆市,重庆市,专科,
2218,重庆文化艺术职业学院,4150014482,重庆市,重庆市,专科,
2219,重庆科技职业学院,4150014491,重庆市教委,重庆市,专科,民办
2220,重庆资源与环境保护职业学院,4150014557,重庆市教委,重庆市,专科,民办
2221,重庆护理职业学院,4150014576,重庆市教委,重庆市,专科,民办
2222,重庆理工职业学院,4150014725,重庆市教委,重庆市,专科,民办
2223,重庆智能工程职业学院,4150014726,重庆市教委,重庆市,专科,民办
2224,重庆健康职业学院,4150014727,重庆市教委,重庆市,专科,民办
2225,重庆工信职业学院,4150014766,重庆市,重庆市,专科,
2279,成都纺织高等专科学校,4151011553,四川省,成都市,专科,
2280,民办四川天一学院,4151011841,四川省教育厅,成都市,专科,民办
2281,成都航空职业技术学院,4151012064,四川省,成都市,专科,
2282,四川电力职业技术学院,4151012065,四川省,成都市,专科,
2283,成都职业技术学院,4151012635,四川省,成都市,专科,
2284,四川化工职业技术学院,4151012637,四川省,泸州市,专科,
2285,四川水利职业技术学院,4151012638,四川省,成都市,专科,
2286,南充职业技术学院,4151012639,四川省,南充市,专科,
2287,内江职业技术学院,4151012640,四川省,内江市,专科,
2288,四川航天职业技术学院,4151012641,四川省,成都市,专科,
2289,四川邮电职业技术学院,4151012642,四川省,成都市,专科,
2290,四川机电职业技术学院,4151012751,四川省,攀枝花市,专科,
2291,绵阳职业技术学院,4151012753,四川省,绵阳市,专科,
2292,四川交通职业技术学院,4151012761,四川省,成都市,专科,
2293,四川工商职业技术学院,4151012762,四川省,成都市,专科,
2294,四川工程职业技术学院,4151012763,四川省,德阳市,专科,
2295,四川建筑职业技术学院,4151012764,四川省,德阳市,专科,
2296,达州职业技术学院,4151012767,四川省,达州市,专科,
2297,四川托普信息技术职业学院,4151012963,四川省教育厅,成都市,专科,民办
2298,四川国际标榜职业学院,4151012964,四川省教育厅,成都市,专科,民办
2299,成都农业科技职业学院,4151012965,四川省,成都市,专科,
2300,宜宾职业技术学院,4151012966,四川省,宜宾市,专科,
2301,泸州职业技术学院,4151012967,四川省,泸州市,专科,
2302,眉山职业技术学院,4151012968,四川省,眉山市,专科,
2303,四川职业技术学院,4151012970,四川省,遂宁市,专科,
2304,乐山职业技术学院,4151013048,四川省,乐山市,专科,
2305,雅安职业技术学院,4151013049,四川省,雅安市,专科,
2306,四川商务职业学院,4151013812,四川省,成都市,专科,
2307,四川司法警官职业学院,4151013813,四川省,德阳市,专科,
2308,广安职业技术学院,4151013814,四川省,广安市,专科,
